id,category,source_file,path_id,object_name,field_path,text,pt_BR
9b820874c38c,dialogue,sharedassets0.assets,8623,IntroAiko,steps[24].responseOptions[1].steps[0].sceneLine.dialogLine.text,"Oh,····· no,····· I'm good.",
bc196fd33452,dialogue,sharedassets0.assets,8623,IntroAiko,steps[24].responseOptions[1].text,"Haha, but, for real, what's up? You look a little bummed out over here.",
6713722dc597,dialogue,sharedassets0.assets,8623,IntroAiko,steps[24].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Well,····· mission accomplished.········ Good work!",
cb99dfe855cc,dialogue,sharedassets0.assets,8623,IntroAiko,steps[24].responseOptions[2].text,"Nah, I just like to bother people who look like they want to be left alone.",
6bb4b3db11ae,dialogue,sharedassets0.assets,8623,IntroAiko,steps[25].sceneLine.dialogLine.text,I'm just trying to relax;·········· enjoy a little down time between classes.,
e2ab3230dbc8,dialogue,sharedassets0.assets,8623,IntroAiko,steps[26].sceneLine.dialogLine.text,I teach up at U.O.G.*uuu ooo ggg*····· You know the place?··········· It's like the only university in the city for some reason.,
5e1444588555,dialogue,sharedassets0.assets,8623,IntroAiko,steps[27].responseOptions[0].steps[0].sceneLine.dialogLine.text,I don't know about that.·········· I have a couple students who would probably agree with you though. *hahahahahahaha*·····,
a22bcc84a328,dialogue,sharedassets0.assets,8623,IntroAiko,steps[27].responseOptions[0].text,"Oh, so you've got that sexy teacher angle going then?",
ba1439696b49,dialogue,sharedassets0.assets,8623,IntroAiko,steps[27].responseOptions[1].steps[0].sceneLine.dialogLine.text,Sure;········ yes.·········· Let's go with that. *hahahahaha*·····*hahahahahahahahaha*··*aaaacc*,
270538f89de0,dialogue,sharedassets0.assets,8623,IntroAiko,steps[27].responseOptions[1].text,A teacher? You must be like really smart.,
ccdf4b537343,dialogue,sharedassets0.assets,8623,IntroAiko,steps[27].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Well,········ I'm supposed to be a physics professor,····· let's just leave it at that. *hahahahahahaha*·····*aaaacc*",
6e413bef2ae1,dialogue,sharedassets0.assets,8623,IntroAiko,steps[28].sceneLine.dialogLine.text,I'm glad you came over here.····· I needed a good laugh.,
93d7b921ca9a,dialogue,sharedassets0.assets,8623,IntroAiko,steps[29].sceneLine.dialogLine.text,"The kids call me Ms. Yumi,········ but,····· you····· can call me Aiko.",
dfa4e34e56d2,dialogue,sharedassets0.assets,8623,IntroAiko,steps[2].sceneLine.dialogLine.text,Good morning Aiko!,
36d1565aabd2,dialogue,sharedassets0.assets,8623,IntroAiko,steps[3].sceneLine.dialogLine.text,"Oh,····· hey Beli.",
66abfbdb563f,dialogue,sharedassets0.assets,8623,IntroAiko,steps[4].sceneLine.dialogLine.text,What's wrong?···················· Seem's like something's bothering you.,
679b05a59ecb,dialogue,sharedassets0.assets,8623,IntroAiko,steps[5].sceneLine.dialogLine.text,"Yeah,····· life.",
103f21879844,dialogue,sharedassets0.assets,8623,IntroAiko,steps[6].sceneLine.dialogLine.text,*hahaha*··········How are classes going?,
d01e617cc699,dialogue,sharedassets0.assets,8623,IntroAiko,steps[7].sceneLine.dialogLine.text,"Ugghhhhh,····· I don't want to talk about that.",
48711ffcf0b5,dialogue,sharedassets0.assets,8623,IntroAiko,steps[8].sceneLine.dialogLine.text,"Mmmm,····· well,····· I think I have just the thing!",
8ab05a26bde6,dialogue,sharedassets0.assets,8623,IntroAiko,steps[9].sceneLine.dialogLine.text,I'm headed to the beach to work on a few poses.········ You should join me.,
898e013ef18c,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[10].sceneLine.dialogLine.text,"Turn around,····· and walk away.",
6c80e33fe5cd,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[11].sceneLine.dialogLine.text,Gla*aaaa*dly.·········· At least I won't have to look at your whore face anymore.,
127551d8aad6,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[13].sceneLine.dialogLine.text,Fuckin' whore ass bitch needs to learn...,
7bd33fbef952,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[15].sceneLine.dialogLine.text,"Ooh,··· she's a little feisty one,··· huh?",
cfbb20790155,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[18].sceneLine.dialogLine.text,*aacc*This····· is what we refer to·· as····· a mega bitch.····· Confidence is key here.,
72c88cf0db97,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[19].sceneLine.dialogLine.text,She has to know you're in charge and her bullshit isn't going to faze you.,
d4c9c2963747,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[1].sceneLine.dialogLine.text,"Ughh!····· What the fuck!····· Of course you screwed it up, again!",
923d0f103678,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[20].sceneLine.dialogLine.text,"So whatever you do,····· just,····· stay cool.",
cd4566d5356a,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[22].sceneLine.dialogLine.text,"Uhh,····· could you move please?····· You're kind of in my way.",
b7a9f66b9bb7,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[23].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Ok,····· whatever...····· that was so lame.",
ea922ab6e612,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[23].responseOptions[0].text,...and let you walk out of my life forever?,
7c9b4bae08c5,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[23].responseOptions[1].steps[0].sceneLine.dialogLine.text,"*hahahahaha*···Oh my god,····· seriously?",
76015829bb60,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[23].responseOptions[1].text,"Sorry, I wasn't paying attention. I got lost in your eyes.",
57aafdd698c6,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[23].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Uhhh,····· eww?",
df5ebcbfa864,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[23].responseOptions[2].text,In a minute. I'm not finished checking you out.,
02d495397810,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[24].sceneLine.dialogLine.text,What are you even doing at the mall anyway?····· Besides creeping on girls.,
b5a99eb03077,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[0].secondaryText,I need to pick up some lube for our date tonight.,
eeb858f8543d,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[0].steps[0].sceneLine.dialogLine.secondaryText,*hahahahaha*·····Is that so?,
f8f884444226,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[0].steps[0].sceneLine.dialogLine.text,*hahahahahaha*Is that sooo?·····,
b2ee0063027f,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[0].text,I need to pick up some condoms for our date tonight.,
589929b90ed2,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[1].steps[0].sceneLine.dialogLine.text,*hahahahaha*·····At least you're honest.,
adc0abee7518,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[2].steps[0].sceneLine.dialogLine.text,Haah!····· How many cheesy lines have you memorized··· anyway?,
990efdad8501,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[25].responseOptions[2].text,I had a dream I would find my soulmate here. Turns out dreams CAN come true.,
9c43177bca35,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[26].sceneLine.dialogLine.text,"Well,····· you're going to have to do a lot better than that,····· sorry.",
9e9d68dac34a,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[27].sceneLine.dialogLine.text,Buuut...····· you did put in effort I guess...····· and you are kind of cute.,
3b3c59e00817,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[28].sceneLine.dialogLine.text,"I'll tell you what.··· If you're lucky,··· maybe we can go get high sometime.····· You down?",
12654d97c474,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[29].responseOptions[0].steps[0].sceneLine.dialogLine.text,Niiice...,
1d1e48c7509e,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[29].responseOptions[1].steps[0].sceneLine.dialogLine.text,That works for me.,
13d0e3d4f2b7,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[29].responseOptions[1].text,I've been known to get a little stupid from time to time.,
bf7bef9f79d6,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[29].responseOptions[2].steps[0].sceneLine.dialogLine.text,"Ew,·········· well,····· you need to start.",
394833d41d7a,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[2].sceneLine.dialogLine.text,That's exactly what you asked for!····· Are you joking!?,
adb63e3ed05f,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[30].sceneLine.dialogLine.text,Name's Audrey.····· Get at me if you wanna make things crazy.,
5870b40dc82c,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[32].sceneLine.dialogLine.text,"Now,····· if you don't mind,····· could get the fuck out of my way?",
b11a8dc06805,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[3].sceneLine.dialogLine.text,"Bitch,····· do I look like I'm joking!?····· How am I supposed to walk around like this?",
25583a15138d,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[4].sceneLine.dialogLine.text,You're·· fuckin'·· loco*co*.·· This is how I always cut your nasty ass hair!,
b226db591b2a,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[5].sceneLine.dialogLine.text,"Nasty···· ass······· hair?·········· Eww,·········· don't··· even!·········· Look who's talking,····· skank!",
978b10978ea4,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[6].sceneLine.dialogLine.text,"No····· bitch,····· my hair isn't dried out and reeking of smoke, okay?",
ccb8359280f7,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[7].sceneLine.dialogLine.text,"Whatever··· ho,····· why don't you go get knocked up again.",
5265a8d5e3b6,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[8].sceneLine.dialogLine.text,You need to turn around and walk away.,
13efe65c6a24,dialogue,sharedassets0.assets,8624,IntroAudrey,steps[9].sceneLine.dialogLine.text,What's wrong!?····· Did I hurt your whore feelings?,
705a6bf7bd47,dialogue,sharedassets0.assets,8625,IntroBeli,steps[10].sceneLine.dialogLine.text,"Jess,····· I can't wear this!",
a2e70f097da2,dialogue,sharedassets0.assets,8625,IntroBeli,steps[11].sceneLine.dialogLine.text,What are you talking about?····· You look cute!,
12acc9be4216,dialogue,sharedassets0.assets,8625,IntroBeli,steps[12].sceneLine.dialogLine.text,Cute!?,
f72585a77073,dialogue,sharedassets0.assets,8625,IntroBeli,steps[13].sceneLine.dialogLine.text,"Ohhh,··· stop.········ There's nothing wrong with a little skin.",
29c418abf36e,dialogue,sharedassets0.assets,8625,IntroBeli,steps[14].sceneLine.dialogLine.text,You can't keep all that boob to yourself hun.····· It's not fair to the rest of the world.,
a34d92393c27,dialogue,sharedassets0.assets,8625,IntroBeli,steps[15].sceneLine.dialogLine.text,The world will be just fine without my...················ boo*oo*bs.··,
f1ac19a7e2c1,dialogue,sharedassets0.assets,8625,IntroBeli,steps[16].sceneLine.dialogLine.text,"Yeah··· but,········ I won't.····· Besides,····· it wasn't cheap,····· soooo,····· you're stuck with it.",
8322a966dcc0,dialogue,sharedassets0.assets,8625,IntroBeli,steps[17].sceneLine.dialogLine.text,"So come on,····· let's go!",
1e676c7fd786,dialogue,sharedassets0.assets,8625,IntroBeli,steps[18].sceneLine.dialogLine.text,I am NOT going anywhere in this.············· I'm changing back.,
303ea983037e,dialogue,sharedassets0.assets,8625,IntroBeli,steps[19].sceneLine.dialogLine.text,*aaaaccc*·····You are impossible...,
3df2bc24cb05,dialogue,sharedassets0.assets,8625,IntroBeli,steps[1].sceneLine.dialogLine.text,Are you serious!?,
ea1c6af5d35d,dialogue,sharedassets0.assets,8625,IntroBeli,steps[21].sceneLine.dialogLine.text,Enjoying the view?,
ab02c999a7b5,dialogue,sharedassets0.assets,8625,IntroBeli,steps[22].sceneLine.dialogLine.text,"Quick,··· now's your chance.··· Before she goes to change just say something; anything!",
94d25d07a667,dialogue,sharedassets0.assets,8625,IntroBeli,steps[24].responseOptions[0].steps[0].sceneLine.dialogLine.text,What!?,
6ffcd24a3d7e,dialogue,sharedassets0.assets,8625,IntroBeli,steps[24].responseOptions[0].text,"Excuse me, but if I don't stop you now I'm going to regret it forever.",
1392c2710f73,dialogue,sharedassets0.assets,8625,IntroBeli,steps[24].responseOptions[1].steps[0].sceneLine.dialogLine.text,Huh?,
c4cabd14d513,dialogue,sharedassets0.assets,8625,IntroBeli,steps[24].responseOptions[2].steps[0].sceneLine.dialogLine.text,Ahhh!,
ae2ebe986276,dialogue,sharedassets0.assets,8625,IntroBeli,steps[24].responseOptions[2].text,"Dayum girl! Is it hot out here, or is it just you?",
ae30429a1e58,dialogue,sharedassets0.assets,8625,IntroBeli,steps[25].sceneLine.dialogLine.text,"Ohhh,·· jeez.···················· Hi,········ sorry,········ *uu*ummmmm,·········· *aaaacc*···I'm so embarrassed right now.",
0f037ecee34d,dialogue,sharedassets0.assets,8625,IntroBeli,steps[26].sceneLine.dialogLine.text,"My friend made me put this stupid thing on,·········· sorry.·········· One second,·········· let me go change.",
7af4d7457704,dialogue,sharedassets0.assets,8625,IntroBeli,steps[27].responseOptions[0].steps[0].sceneLine.dialogLine.text,"*hahahaha*·····*haah*·····Somehow,····· I'm not so sure I believe that.",
1c4b69b3a30f,dialogue,sharedassets0.assets,8625,IntroBeli,steps[27].responseOptions[0].text,"Oh, what? The bikini? I hadn't even noticed.",
77fcb9b7bfd8,dialogue,sharedassets0.assets,8625,IntroBeli,steps[27].responseOptions[1].text,What's the rush? I was kinda hoping you would leave it on.,
454fa48bd75b,dialogue,sharedassets0.assets,8625,IntroBeli,steps[27].responseOptions[2].steps[0].sceneLine.dialogLine.text,Really?·········· No.················ You think so?·········· I don't know...,
8efa7ca137ba,dialogue,sharedassets0.assets,8625,IntroBeli,steps[27].responseOptions[2].text,Your friend has good taste. That bikini was destined for you.,
76da88b902c7,dialogue,sharedassets0.assets,8625,IntroBeli,steps[28].sceneLine.dialogLine.text,It's a little revealing.········ Don't you think?,
2d6d029d00e9,dialogue,sharedassets0.assets,8625,IntroBeli,steps[29].sceneLine.dialogLine.text,"I don't want people to think...·········· I'm like that,·········· you know?",
d62f1c1a0e4c,dialogue,sharedassets0.assets,8625,IntroBeli,steps[2].sceneLine.dialogLine.text,Ohhh·· come·· on!····· Just try it on!····· It's going to look sooooo cute.,
cb82b07abdae,dialogue,sharedassets0.assets,8625,IntroBeli,steps[30].responseOptions[0].steps[0].sceneLine.dialogLine.text,*hahahaha*Shut up.·····*haah*····· You know what I mean.,
41ce1131f7da,dialogue,sharedassets0.assets,8625,IntroBeli,steps[30].responseOptions[1].steps[0].sceneLine.dialogLine.text,Sooooo...··············· are you saying····· I have it····· then?,
cc5713e5da7c,dialogue,sharedassets0.assets,8625,IntroBeli,steps[30].responseOptions[2].steps[0].sceneLine.dialogLine.text,*aaaacc*·····You jerk!·····*hahahaha*,
362b1fa2aa35,dialogue,sharedassets0.assets,8625,IntroBeli,steps[30].responseOptions[2].text,"Oh, so you're not like that? Never mind then.",
d282251a68ae,dialogue,sharedassets0.assets,8625,IntroBeli,steps[31].sceneLine.dialogLine.text,"Hmmm...·········· well,·········· I guess it's not that bad...",
b77f8de6fb0e,dialogue,sharedassets0.assets,8625,IntroBeli,steps[32].sceneLine.dialogLine.text,"I mean,·········· if you're really saying you like it...",
d12921642efa,dialogue,sharedassets0.assets,8625,IntroBeli,steps[33].sceneLine.dialogLine.text,"Oh,··· and,····· hi.············· The person inside of the bikini you're talking to;············· her name is Beli.···*hahahaha*·····",
2249e096b8f2,dialogue,sharedassets0.assets,8625,IntroBeli,steps[3].sceneLine.dialogLine.text,Try what on?············· There's nothing here!,
48203c450e99,dialogue,sharedassets0.assets,8625,IntroBeli,steps[4].sceneLine.dialogLine.text,Come·· *oooo*on!····· I saw it and I immediately thought of you.·· You're going to love it.··· I promise.········,
acc93d812c4b,dialogue,sharedassets0.assets,8625,IntroBeli,steps[5].sceneLine.dialogLine.text,Oh····· *aa*my...······················· uggghhh...··············· alright.·········· Just...·········· make sure nobody else is around.,
eedbc85a5cfb,dialogue,sharedassets0.assets,8625,IntroBeli,steps[6].sceneLine.dialogLine.text,"Yeah,··· sure,··· the coast is clear.·····*mmcccmm*·····You're good.",
b68bf4bf5299,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[0].sceneLine.dialogLine.text,Hold it right there!,
5ad7f13dbb3d,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[10].responseOptions[0].steps[2].sceneLine.dialogLine.text,...and just why would you want to learn more about me?,
248dd2d4999e,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[10].responseOptions[0].text,Wait! We were just getting to know each other.,
98e33a878341,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[10].responseOptions[1].steps[2].sceneLine.dialogLine.text,For what reason would we possibly need to meet again?,
843a8a0bce7c,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[10].responseOptions[1].text,Before you go! Will I ever get to see you again?,
5620044f0269,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[10].responseOptions[2].steps[2].sceneLine.dialogLine.text,My name?······· Why would you want to know my name?,
b10bbd52ed9b,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[11].responseOptions[0].steps[0].sceneLine.dialogLine.text,*aaaacc*·····You think...····· I'm cute?,
d357671e7569,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[11].responseOptions[0].text,I just kinda thought you were cute is all...,
14a0a56dbacc,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[11].responseOptions[1].steps[0].sceneLine.dialogLine.text,You...····· want to go on a date?····· With me?·· *aaacc*·····,
3a6ccae59cf1,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[11].responseOptions[1].text,I was wondering if maybe you wanted to go on a date sometime.,
06d0fe86c438,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[11].responseOptions[2].steps[0].sceneLine.dialogLine.text,*iii*I...·········· Oohhhh...······· you really think I'm attractive...?,
044c8fbea8db,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[11].responseOptions[2].text,You're like the sexiest thing I've ever laid eyes on.,
c30d617e1f2a,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[12].sceneLine.dialogLine.text,"Well,········ I suppose you're not terribly hideous for a human.····· *hahahahahaha*",
7c875b8a0499,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[13].sceneLine.dialogLine.text,I don't know...····· this goes against my better judgement...,
0d5f37b49b16,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[14].sceneLine.dialogLine.text,Not to mention that fact····· that it's strictly against protocol...,
42c495cf1625,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[15].sceneLine.dialogLine.text,"But,····· as long as I'm stranded here,····· I may as well try to enjoy myself...",
85bdf4d3ec40,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[16].responseOptions[0].steps[0].sceneLine.dialogLine.text,You're right.····· How would command ever find out?,
cc9a301b56f6,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[16].responseOptions[0].text,It's not like anybody is going to know...,
18d1ef43ec5d,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[16].responseOptions[1].steps[0].sceneLine.dialogLine.text,"I like this way of thinking...····· It is whatever,····· right?",
ba13836e642b,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[16].responseOptions[2].steps[0].sceneLine.dialogLine.text,"That's trruuuue...*aacc*····· Well, in your case anyway.",
98551ed93c83,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[17].sceneLine.dialogLine.text,"Alright then,····· you've just earned yourself a new friend.····· My name is Celeste.·····",
ad12e59bedd2,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[19].sceneLine.dialogLine.text,"If you'd like to come and see me,····· try to find me later in the day.",
97f893f05542,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[1].sceneLine.dialogLine.text,I believe you have something that belongs to me.····· I'd like it back.·····,
960b7f7478fd,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[20].sceneLine.dialogLine.text,"My people are nocturnal. Besides,····· it's too risky to be walking around in broad daylight.",
39a3a721c12a,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[2].sceneLine.dialogLine.text,That gear is a critical component to my ship's engine.····· How did you get that?,
8021afd62706,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[3].responseOptions[0].steps[0].sceneLine.dialogLine.text,Damn!····· How could I be so careless?,
ec3c621281e0,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[3].responseOptions[1].steps[0].sceneLine.dialogLine.text,Save it!····· I've no time for stories.,
c2727c633bcc,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[3].responseOptions[2].steps[0].sceneLine.dialogLine.text,What!?····· What are you staring at?,
8a117d200885,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[4].sceneLine.dialogLine.text,No matter.······· I'll be taking that back now...,
260218bdc5de,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[7].sceneLine.dialogLine.text,Thank you...····· Your cooperation is appreciated.,
eedab484b6ec,dialogue,sharedassets0.assets,8626,IntroCeleste,steps[8].sceneLine.dialogLine.text,It would be wise for you to forget this encounter ever happened.,
99f6801f2161,dialogue,sharedassets0.assets,8627,IntroJessie,steps[10].sceneLine.dialogLine.text,*aaaacc*·····Where do I start?,
4b5075be40dd,dialogue,sharedassets0.assets,8627,IntroJessie,steps[11].sceneLine.dialogLine.text,"Hold that thought.····· Have a seat,····· I'm gonna go grab you a drink.····· I want to hear all about it.",
9b63e3860db0,dialogue,sharedassets0.assets,8627,IntroJessie,steps[12].sceneLine.dialogLine.text,"Ahhhh,·· I'd love to...",
a4f46a02117d,dialogue,sharedassets0.assets,8627,IntroJessie,steps[13].sceneLine.dialogLine.text,Buuuut...?,
ef32cbd45321,dialogue,sharedassets0.assets,8627,IntroJessie,steps[14].sceneLine.dialogLine.text,"Yeah,····· I've got an early day tomorrow.····· I just stopped in for a second.",
189aeadbdbdb,dialogue,sharedassets0.assets,8627,IntroJessie,steps[15].sceneLine.dialogLine.text,"Ahhh,··· coooome *ooooo*ooon.··············· You're not going to make me sit here and drink all by myself are you?",
1db53b5c02ed,dialogue,sharedassets0.assets,8627,IntroJessie,steps[16].sceneLine.dialogLine.text,"Raincheck.····· I'll call you later this week;····· girls night out,····· all the way.",
012f181e495e,dialogue,sharedassets0.assets,8627,IntroJessie,steps[17].sceneLine.dialogLine.text,"Yeah, yeah, yeah.·········· Get out of here already.",
1cc1b48c61cf,dialogue,sharedassets0.assets,8627,IntroJessie,steps[18].sceneLine.dialogLine.text,Love you baby!·····*ccaacc*,
34419f610f05,dialogue,sharedassets0.assets,8627,IntroJessie,steps[1].sceneLine.dialogLine.text,"Hey····· Lol*ooll*a!············ Aww you bitch,····· you didn't tell me you were back in town!",
3854296abca2,dialogue,sharedassets0.assets,8627,IntroJessie,steps[20].sceneLine.dialogLine.text,Ooh!····· Milf alert!····· Looks like a total cougar too.,
4a9fdccfe10e,dialogue,sharedassets0.assets,8627,IntroJessie,steps[21].sceneLine.dialogLine.text,I don't think you realize the gravity of the situation here.,
0870455a7115,dialogue,sharedassets0.assets,8627,IntroJessie,steps[22].sceneLine.dialogLine.secondaryText,This is what separates the women from the girls.,
2722a83d05c6,dialogue,sharedassets0.assets,8627,IntroJessie,steps[22].sceneLine.dialogLine.text,This is what separates the men from the boys.,
c46380fc18c9,dialogue,sharedassets0.assets,8627,IntroJessie,steps[23].sceneLine.dialogLine.secondaryText,You've got to be aggressive.····· That nice girl shit isn't gonna cut it.,
24264ef03ad7,dialogue,sharedassets0.assets,8627,IntroJessie,steps[23].sceneLine.dialogLine.text,You've got to be aggressive.····· That nice guy shit isn't gonna cut it.,
a1d53994ffea,dialogue,sharedassets0.assets,8627,IntroJessie,steps[25].responseOptions[0].steps[0].sceneLine.dialogLine.text,"Well·· then,········ come a little closer.····· There's a lot more to see.",
9a19f3b220a2,dialogue,sharedassets0.assets,8627,IntroJessie,steps[25].responseOptions[0].text,"Hey beautiful, I can't seem take my eyes off you.",
9527a3306d69,dialogue,sharedassets0.assets,8627,IntroJessie,steps[25].responseOptions[1].steps[0].sceneLine.dialogLine.text,*mmmhhhmmmhhh*·····Aren't they?····· What can I say?····· I'm blessed.,
1cdfe51f47fc,dialogue,sharedassets0.assets,8627,IntroJessie,steps[25].responseOptions[1].text,That is a supremely nice set of tits. Ten outta ten.,
71cdfe86471e,dialogue,sharedassets0.assets,8627,IntroJessie,steps[25].responseOptions[2].steps[0].sceneLine.dialogLine.text,How much ya got?*mcmcmcmcmc*·····,
0e8ce5699ef6,dialogue,sharedassets0.assets,8627,IntroJessie,steps[26].sceneLine.dialogLine.text,I don't believe I've had the pleasure of meeting you.·········· The·· cute·· ones·· are·· always·· hiding.·····,
ca519858963d,dialogue,sharedassets0.assets,8627,IntroJessie,steps[27].sceneLine.dialogLine.text,"Hun,·········· do me a favor and help me out with my empty glass?·········· Pretty please?",
